11029,70593,2025-04-12 00:00:00.000,2024-09-30 00:00:00.000,194,756.33
11030,62739,2024-12-23 00:00:00.000,2022-07-07 00:00:00.000,900,2319.99
11030,70449,2025-04-10 00:00:00.000,2024-12-23 00:00:00.000,108,751.34
11031,62222,2024-12-14 00:00:00.000,2022-07-03 00:00:00.000,895,2322.28
11031,70748,2025-04-14 00:00:00.000,2024-12-14 00:00:00.000,121,756.33
11032,64042,2025-01-10 00:00:00.000,2022-07-20 00:00:00.000,905,2399.23
11032,70373,2025-04-09 00:00:00.000,2025-01-10 00:00:00.000,89,751.34
11033,63409,2024-12-31 00:00:00.000,2022-07-17 00:00:00.000,898,2354.98
11033,70163,2025-04-06 00:00:00.000,2024-12-31 00:00:00.000,96,765.32
11034,63737,2025-01-05 00:00:00.000,2022-07-03 00:00:00.000,917,2294.99
11034,70521,2025-04-11 00:00:00.000,2025-01-05 00:00:00.000,96,796.34
11035,66140,2025-02-09 00:00:00.000,2022-07-08 00:00:00.000,947,2319.99
11035,70870,2025-04-16 00:00:00.000,2025-02-09 00:00:00.000,66,756.33
11038,65549,2025-01-31 00:00:00.000,2022-07-09 00:00:00.000,937,2319.99
11038,70671,2025-04-13 00:00:00.000,2025-01-31 00:00:00.000,72,742.35
11039,66747,2025-02-19 00:00:00.000,2022-07-09 00:00:00.000,956,2451.27
11039,70594,2025-04-12 00:00:00.000,2025-02-19 00:00:00.000,52,785.32
11042,68609,2025-03-18 00:00:00.000,2024-06-22 00:00:00.000,269,792.34
11043,64496,2025-01-17 00:00:00.000,2024-10-07 00:00:00.000,102,35.00
11044,70074,2025-04-05 00:00:00.000,2022-07-30 00:00:00.000,980,2329.99
11044,70374,2025-04-09 00:00:00.000,2025-04-05 00:00:00.000,4,810.32
11045,69572,2025-03-30 00:00:00.000,2024-09-09 00:00:00.000,202,49.99
11046,69653,2025-03-30 00:00:00.000,2022-07-08 00:00:00.000,996,801.83
11046,70651,2025-04-13 00:00:00.000,2025-03-30 00:00:00.000,14,2439.99
11047,70087,2025-04-05 00:00:00.000,2022-07-05 00:00:00.000,1005,742.35
11047,71132,2025-04-20 00:00:00.000,2025-04-05 00:00:00.000,15,2439.99
11048,70820,2025-04-15 00:00:00.000,2022-07-12 00:00:00.000,1008,750.30
11048,73924,2025-05-26 00:00:00.000,2025-04-15 00:00:00.000,41,2372.95
11049,69583,2025-03-30 00:00:00.000,2024-08-08 00:00:00.000,234,6.28
11050,54526,2024-08-15 00:00:00.000,2022-07-22 00:00:00.000,755,854.97
11050,71147,2025-04-20 00:00:00.000,2024-08-15 00:00:00.000,248,777.34
11051,74253,2025-06-02 00:00:00.000,2025-05-30 00:00:00.000,3,64.97
11052,51582,2024-06-22 00:00:00.000,2022-07-19 00:00:00.000,704,2337.27
11052,58766,2024-10-26 00:00:00.000,2024-06-22 00:00:00.000,126,2419.06
11054,51350,2024-06-08 00:00:00.000,2022-07-05 00:00:00.000,704,2403.97
11054,59127,2024-10-29 00:00:00.000,2024-06-08 00:00:00.000,143,2419.06
11055,52271,2024-07-06 00:00:00.000,2022-07-02 00:00:00.000,735,2394.97
11055,59695,2024-11-06 00:00:00.000,2024-07-06 00:00:00.000,123,2398.05
11056,52207,2024-07-05 00:00:00.000,2022-07-28 00:00:00.000,708,2413.45
11056,59194,2024-10-30 00:00:00.000,2024-07-05 00:00:00.000,117,2419.06
11057,51682,2024-06-28 00:00:00.000,2022-07-24 00:00:00.000,705,2319.99
11057,58402,2024-10-20 00:00:00.000,2024-06-28 00:00:00.000,114,2393.06
11058,51292,2024-06-05 00:00:00.000,2022-08-08 00:00:00.000,667,2374.98
11058,59464,2024-11-03 00:00:00.000,2024-06-05 00:00:00.000,151,2473.05
11059,54200,2024-08-10 00:00:00.000,2024-07-20 00:00:00.000,21,14.98
11059,54480,2024-08-15 00:00:00.000,2024-08-10 00:00:00.000,5,24.99
11060,51293,2024-06-05 00:00:00.000,2022-08-18 00:00:00.000,657,2319.99
11060,60884,2024-11-24 00:00:00.000,2024-06-05 00:00:00.000,172,2433.04
11061,51237,2024-06-01 00:00:00.000,2022-08-12 00:00:00.000,659,2369.96
11061,60168,2024-11-13 00:00:00.000,2024-06-01 00:00:00.000,165,2384.07
11065,74538,2025-06-11 00:00:00.000,2024-07-12 00:00:00.000,334,6.28
11066,66656,2025-02-18 00:00:00.000,2024-10-30 00:00:00.000,111,38.98
11067,74615,2025-06-13 00:00:00.000,2025-01-17 00:00:00.000,147,99.47
11068,62476,2024-12-19 00:00:00.000,2024-09-29 00:00:00.000,81,14.98
11068,67965,2025-03-09 00:00:00.000,2024-12-19 00:00:00.000,80,59.91
11069,51667,2024-06-27 00:00:00.000,2022-09-16 00:00:00.000,650,2319.99
11069,59465,2024-11-03 00:00:00.000,2024-06-27 00:00:00.000,129,2384.07
11070,51385,2024-06-10 00:00:00.000,2022-09-27 00:00:00.000,622,2345.22
11070,60939,2024-11-25 00:00:00.000,2024-06-10 00:00:00.000,168,2420.34
11071,54593,2024-08-17 00:00:00.000,2024-07-31 00:00:00.000,17,14.98
11071,72067,2025-05-02 00:00:00.000,2024-08-17 00:00:00.000,258,67.97
11072,51386,2024-06-10 00:00:00.000,2022-08-30 00:00:00.000,650,2395.96
11072,60240,2024-11-14 00:00:00.000,2024-06-10 00:00:00.000,157,2398.05
11073,59841,2024-11-09 00:00:00.000,2024-08-22 00:00:00.000,79,64.97
11073,64686,2025-01-20 00:00:00.000,2024-11-09 00:00:00.000,72,22.97
11074,57536,2024-10-05 00:00:00.000,2024-08-22 00:00:00.000,44,35.23
11074,58717,2024-10-26 00:00:00.000,2024-10-05 00:00:00.000,21,8.99
11075,51491,2024-06-17 00:00:00.000,2022-09-27 00:00:00.000,629,2294.99
11075,60835,2024-11-23 00:00:00.000,2024-06-17 00:00:00.000,159,2398.05
11076,51239,2024-06-01 00:00:00.000,2022-09-20 00:00:00.000,620,2374.98
11076,60628,2024-11-20 00:00:00.000,2024-06-01 00:00:00.000,172,2384.07
11077,51651,2024-06-26 00:00:00.000,2022-09-14 00:00:00.000,651,2374.98
11077,60042,2024-11-11 00:00:00.000,2024-06-26 00:00:00.000,138,2419.06
11078,53993,2024-08-06 00:00:00.000,2024-07-17 00:00:00.000,20,11.94
11078,54214,2024-08-10 00:00:00.000,2024-08-06 00:00:00.000,4,56.96
11078,54268,2024-08-11 00:00:00.000,2024-08-10 00:00:00.000,1,24.99
11078,56449,2024-09-18 00:00:00.000,2024-08-11 00:00:00.000,38,68.97
11078,57281,2024-09-30 00:00:00.000,2024-09-18 00:00:00.000,12,35.00
11078,57969,2024-10-13 00:00:00.000,2024-09-30 00:00:00.000,13,58.98
11078,58429,2024-10-21 00:00:00.000,2024-10-13 00:00:00.000,8,29.98
11078,58490,2024-10-22 00:00:00.000,2024-10-21 00:00:00.000,1,74.98
11078,61443,2024-12-02 00:00:00.000,2024-10-22 00:00:00.000,41,53.99
11078,62245,2024-12-15 00:00:00.000,2024-12-02 00:00:00.000,13,161.29
11078,62413,2024-12-18 00:00:00.000,2024-12-15 00:00:00.000,3,7.28
11078,67668,2025-03-04 00:00:00.000,2024-12-18 00:00:00.000,76,69.99
11078,68285,2025-03-14 00:00:00.000,2025-03-04 00:00:00.000,10,34.99
11078,68288,2025-03-14 00:00:00.000,2025-03-14 00:00:00.000,0,25.48
11078,73869,2025-05-26 00:00:00.000,2025-03-14 00:00:00.000,73,13.98
11078,75084,2025-06-29 00:00:00.000,2025-05-26 00:00:00.000,34,120.00
11079,65460,2025-01-30 00:00:00.000,2024-08-14 00:00:00.000,169,22.97
11079,74254,2025-06-02 00:00:00.000,2025-01-30 00:00:00.000,123,24.99
11080,51448,2024-06-14 00:00:00.000,2022-09-09 00:00:00.000,644,2359.98
11080,60764,2024-11-22 00:00:00.000,2024-06-14 00:00:00.000,161,2469.05
11081,56136,2024-09-12 00:00:00.000,2024-07-14 00:00:00.000,60,66.97
11082,70231,2025-04-07 00:00:00.000,2024-06-23 00:00:00.000,288,780.82
11083,70362,2025-04-09 00:00:00.000,2024-06-07 00:00:00.000,306,742.35
11084,71270,2025-04-22 00:00:00.000,2024-06-05 00:00:00.000,321,756.33
11085,74479,2025-06-09 00:00:00.000,2025-05-07 00:00:00.000,33,53.98
11086,73610,2025-05-22 00:00:00.000,2024-12-01 00:00:00.000,172,99.47
11087,63918,2025-01-08 00:00:00.000,2024-07-27 00:00:00.000,165,37.29
11088,70654,2025-04-13 00:00:00.000,2024-06-14 00:00:00.000,303,810.32
11089,71077,2025-04-19 00:00:00.000,2024-05-30 00:00:00.000,324,836.32
11090,51679,2024-06-28 00:00:00.000,2023-01-06 00:00:00.000,539,2374.47
11090,71269,2025-04-22 00:00:00.000,2024-06-28 00:00:00.000,298,751.34
11091,52420,2024-07-10 00:00:00.000,2024-06-30 00:00:00.000,10,53.99
11091,54113,2024-08-08 00:00:00.000,2024-07-10 00:00:00.000,29,58.47
11091,54391,2024-08-13 00:00:00.000,2024-08-08 00:00:00.000,5,12.94
11091,54831,2024-08-21 00:00:00.000,2024-08-13 00:00:00.000,8,74.48
11091,55572,2024-09-02 00:00:00.000,2024-08-21 00:00:00.000,12,38.88
11091,55626,2024-09-03 00:00:00.000,2024-09-02 00:00:00.000,1,27.77
11091,56448,2024-09-18 00:00:00.000,2024-09-03 00:00:00.000,15,39.98
11091,56816,2024-09-25 00:00:00.000,2024-09-18 00:00:00.000,7,4.99
11091,57494,2024-10-04 00:00:00.000,2024-09-25 00:00:00.000,9,6.28
11091,59427,2024-11-03 00:00:00.000,2024-10-04 00:00:00.000,30,32.27
11091,59522,2024-11-04 00:00:00.000,2024-11-03 00:00:00.000,1,69.99
11091,60531,2024-11-19 00:00:00.000,2024-11-04 00:00:00.000,15,2.29
11091,61333,2024-11-30 00:00:00.000,2024-11-19 00:00:00.000,11,34.98
11091,62597,2024-12-21 00:00:00.000,2024-11-30 00:00:00.000,21,99.57
11091,63516,2025-01-02 00:00:00.000,2024-12-21 00:00:00.000,12,114.96
11091,63636,2025-01-04 00:00:00.000,2025-01-02 00:00:00.000,2,25.48
11091,64475,2025-01-17 00:00:00.000,2025-01-04 00:00:00.000,13,31.27
11091,66157,2025-02-10 00:00:00.000,2025-01-17 00:00:00.000,24,34.99
11091,68151,2025-03-12 00:00:00.000,2025-02-10 00:00:00.000,30,144.49
11091,69332,2025-03-29 00:00:00.000,2025-03-12 00:00:00.000,17,71.58
11091,70203,2025-04-07 00:00:00.000,2025-03-29 00:00:00.000,9,35.00
11091,70264,2025-04-08 00:00:00.000,2025-04-07 00:00:00.000,1,34.89
11091,73198,2025-05-17 00:00:00.000,2025-04-08 00:00:00.000,39,27.28
11091,73431,2025-05-20 00:00:00.000,2025-05-17 00:00:00.000,3,7.28
11091,73594,2025-05-22 00:00:00.000,2025-05-20 00:00:00.000,2,27.28
11091,74373,2025-06-06 00:00:00.000,2025-05-22 00:00:00.000,15,34.99
11091,74480,2025-06-09 00:00:00.000,2025-06-06 00:00:00.000,3,28.98
11092,51432,2024-06-13 00:00:00.000,2022-09-07 00:00:00.000,645,2341.97
11092,60629,2024-11-20 00:00:00.000,2024-06-13 00:00:00.000,160,2393.06
11093,51352,2024-06-08 00:00:00.000,2022-09-06 00:00:00.000,641,2360.95
11093,59760,2024-11-07 00:00:00.000,2024-06-08 00:00:00.000,152,2419.06
11094,64684,2025-01-20 00:00:00.000,2024-09-06 00:00:00.000,136,127.95
11094,74557,2025-06-12 00:00:00.000,2025-01-20 00:00:00.000,143,77.96
11095,51683,2024-06-28 00:00:00.000,2022-08-31 00:00:00.000,667,2363.96
11095,60885,2024-11-24 00:00:00.000,2024-06-28 00:00:00.000,149,2419.06
11096,53176,2024-07-24 00:00:00.000,2022-09-10 00:00:00.000,683,2294.99
11096,63115,2024-12-29 00:00:00.000,2024-07-24 00:00:00.000,158,2393.06
11097,54519,2024-08-15 00:00:00.000,2022-09-03 00:00:00.000,712,2304.98
11097,62750,2024-12-23 00:00:00.000,2024-08-15 00:00:00.000,130,2419.06
11098,63890,2025-01-08 00:00:00.000,2024-07-13 00:00:00.000,179,53.99
11098,68475,2025-03-17 00:00:00.000,2025-01-08 00:00:00.000,68,4.99
11099,53971,2024-08-05 00:00:00.000,2022-09-06 00:00:00.000,699,2363.96
11099,61367,2024-11-30 00:00:00.000,2024-08-05 00:00:00.000,117,2452.04
11100,54928,2024-08-22 00:00:00.000,2022-09-15 00:00:00.000,707,2399.47
11100,63819,2025-01-06 00:00:00.000,2024-08-22 00:00:00.000,137,2398.05
11101,51668,2024-06-27 00:00:00.000,2022-09-28 00:00:00.000,638,2439.99
11101,61165,2024-11-28 00:00:00.000,2024-06-27 00:00:00.000,154,2422.54
11102,67645,2025-03-04 00:00:00.000,2024-12-15 00:00:00.000,79,24.99
11102,72645,2025-05-10 00:00:00.000,2025-03-04 00:00:00.000,67,69.97
11103,51384,2024-06-10 00:00:00.000,2022-09-14 00:00:00.000,635,2388.45
11103,59636,2024-11-05 00:00:00.000,2024-06-10 00:00:00.000,148,2419.06
11104,51594,2024-06-23 00:00:00.000,2022-10-03 00:00:00.000,629,2334.98
11104,60241,2024-11-14 00:00:00.000,2024-06-23 00:00:00.000,144,2438.06
11105,51235,2024-06-01 00:00:00.000,2022-10-13 00:00:00.000,597,2294.99
11105,59561,2024-11-04 00:00:00.000,2024-06-01 00:00:00.000,156,2401.01
11106,51236,2024-06-01 00:00:00.000,2022-10-17 00:00:00.000,593,2294.99
11106,60242,2024-11-14 00:00:00.000,2024-06-01 00:00:00.000,166,2384.07
11107,51447,2024-06-14 00:00:00.000,2022-09-30 00:00:00.000,623,2376.96
11107,60612,2024-11-20 00:00:00.000,2024-06-14 00:00:00.000,159,2419.06
11108,51215,2024-05-31 00:00:00.000,2022-10-02 00:00:00.000,607,2329.99
11108,60747,2024-11-22 00:00:00.000,2024-05-31 00:00:00.000,175,2419.06
11109,51420,2024-06-12 00:00:00.000,2022-10-09 00:00:00.000,612,2476.96
11109,60818,2024-11-23 00:00:00.000,2024-06-12 00:00:00.000,164,2393.06
11110,54367,2024-08-12 00:00:00.000,2022-09-30 00:00:00.000,682,2294.99
11110,64674,2025-01-19 00:00:00.000,2024-08-12 00:00:00.000,160,2398.05
11111,54307,2024-08-11 00:00:00.000,2022-10-19 00:00:00.000,662,2318.96
11111,64789,2025-01-21 00:00:00.000,2024-08-11 00:00:00.000,163,2418.05
11112,55860,2024-09-06 00:00:00.000,2022-10-24 00:00:00.000,683,2500.97
11112,65625,2025-02-01 00:00:00.000,2024-09-06 00:00:00.000,148,2419.06
11113,52474,2024-07-11 00:00:00.000,2024-07-03 00:00:00.000,8,51.96
11113,56547,2024-09-20 00:00:00.000,2024-07-11 00:00:00.000,71,7.95
11114,62700,2024-12-23 00:00:00.000,2024-08-17 00:00:00.000,128,49.97
11114,73942,2025-05-27 00:00:00.000,2024-12-23 00:00:00.000,155,64.97
11115,73651,2025-05-23 00:00:00.000,2024-07-12 00:00:00.000,315,7.95
11115,74279,2025-06-03 00:00:00.000,2025-05-23 00:00:00.000,11,78.48
11116,61977,2024-12-11 00:00:00.000,2024-08-14 00:00:00.000,119,113.47
11116,68478,2025-03-17 00:00:00.000,2024-12-11 00:00:00.000,96,7.95
11117,51216,2024-05-31 00:00:00.000,2022-10-05 00:00:00.000,604,2365.94
11117,60886,2024-11-24 00:00:00.000,2024-05-31 00:00:00.000,177,2419.06
11118,70457,2025-04-11 00:00:00.000,2024-12-09 00:00:00.000,123,37.93
11118,75034,2025-06-27 00:00:00.000,2025-04-11 00:00:00.000,77,7.95
11119,71358,2025-04-24 00:00:00.000,2024-07-05 00:00:00.000,293,49.99
11120,56903,2024-09-26 00:00:00.000,2022-10-13 00:00:00.000,714,2394.46
11120,66697,2025-02-18 00:00:00.000,2024-09-26 00:00:00.000,145,2473.04
11121,65022,2025-01-26 00:00:00.000,2024-11-23 00:00:00.000,64,35.23
11121,70025,2025-04-05 00:00:00.000,2025-01-26 00:00:00.000,69,14.98
11122,61373,2024-12-01 00:00:00.000,2024-07-23 00:00:00.000,131,9.99
11122,64738,2025-01-21 00:00:00.000,2024-12-01 00:00:00.000,51,24.99
11123,68404,2025-03-16 00:00:00.000,2024-09-16 00:00:00.000,181,7.95
11123,75001,2025-06-26 00:00:00.000,2025-03-16 00:00:00.000,102,103.96
11124,51649,2024-06-26 00:00:00.000,2022-10-04 00:00:00.000,631,2309.97
11124,60434,2024-11-17 00:00:00.000,2024-06-26 00:00:00.000,144,2419.06
11125,53927,2024-08-05 00:00:00.000,2024-07-02 00:00:00.000,34,39.47
11125,61444,2024-12-02 00:00:00.000,2024-08-05 00:00:00.000,119,32.27
11126,56683,2024-09-22 00:00:00.000,2022-10-27 00:00:00.000,696,793.76
11126,70014,2025-04-04 00:00:00.000,2024-09-22 00:00:00.000,194,778.62
11127,67537,2025-03-02 00:00:00.000,2024-09-09 00:00:00.000,174,39.99
11128,64097,2025-01-11 00:00:00.000,2024-11-18 00:00:00.000,54,89.96
11129,51381,2024-06-10 00:00:00.000,2023-01-05 00:00:00.000,522,2294.99
11131,71456,2025-04-25 00:00:00.000,2025-03-19 00:00:00.000,37,56.98
11131,72371,2025-05-06 00:00:00.000,2025-04-25 00:00:00.000,11,29.98
11131,73665,2025-05-23 00:00:00.000,2025-05-06 00:00:00.000,17,4.99
11131,74941,2025-06-24 00:00:00.000,2025-05-23 00:00:00.000,32,49.99
11134,60741,2024-11-22 00:00:00.000,2022-10-02 00:00:00.000,782,769.49
11134,70015,2025-04-04 00:00:00.000,2024-11-22 00:00:00.000,133,742.35
11137,74843,2025-06-21 00:00:00.000,2024-12-30 00:00:00.000,173,6.28
11138,74246,2025-06-01 00:00:00.000,2025-02-18 00:00:00.000,103,39.99
11139,68541,2025-03-18 00:00:00.000,2025-02-13 00:00:00.000,33,24.99
11141,67234,2025-02-27 00:00:00.000,2024-10-15 00:00:00.000,135,74.98
11142,53684,2024-07-31 00:00:00.000,2024-07-15 00:00:00.000,16,69.97
11142,56488,2024-09-19 00:00:00.000,2024-07-31 00:00:00.000,50,59.48
11142,56610,2024-09-21 00:00:00.000,2024-09-19 00:00:00.000,2,28.99
11142,60699,2024-11-22 00:00:00.000,2024-09-21 00:00:00.000,62,68.97
11142,62036,2024-12-12 00:00:00.000,2024-11-22 00:00:00.000,20,63.97
11142,62247,2024-12-15 00:00:00.000,2024-12-12 00:00:00.000,3,39.98
11142,63894,2025-01-08 00:00:00.000,2024-12-15 00:00:00.000,24,53.99
11142,66713,2025-02-19 00:00:00.000,2025-01-08 00:00:00.000,42,29.48
11142,66784,2025-02-20 00:00:00.000,2025-02-19 00:00:00.000,1,49.99
11142,68039,2025-03-10 00:00:00.000,2025-02-20 00:00:00.000,18,64.97
11142,72296,2025-05-05 00:00:00.000,2025-03-10 00:00:00.000,56,94.48
11142,72801,2025-05-12 00:00:00.000,2025-05-05 00:00:00.000,7,88.98
11142,72976,2025-05-14 00:00:00.000,2025-05-12 00:00:00.000,2,31.27
11142,73185,2025-05-17 00:00:00.000,2025-05-14 00:00:00.000,3,120.00
11142,74272,2025-06-02 00:00:00.000,2025-05-17 00:00:00.000,16,74.98
11142,74625,2025-06-14 00:00:00.000,2025-06-02 00:00:00.000,12,38.98
11143,73429,2025-05-20 00:00:00.000,2024-11-14 00:00:00.000,187,6.28
11146,63829,2025-01-07 00:00:00.000,2024-07-07 00:00:00.000,184,53.99
11146,66376,2025-02-14 00:00:00.000,2025-01-07 00:00:00.000,38,4.99
11147,57004,2024-09-28 00:00:00.000,2022-10-12 00:00:00.000,717,2376.96
11147,68538,2025-03-17 00:00:00.000,2024-09-28 00:00:00.000,170,2443.55
11148,70251,2025-04-08 00:00:00.000,2024-08-06 00:00:00.000,245,32.27
11148,72191,2025-05-04 00:00:00.000,2025-04-08 00:00:00.000,26,39.98
11149,69162,2025-03-27 00:00:00.000,2024-11-03 00:00:00.000,144,24.99
11149,71957,2025-04-30 00:00:00.000,2025-03-27 00:00:00.000,34,8.99
11150,59763,2024-11-08 00:00:00.000,2024-08-26 00:00:00.000,74,39.98
11150,62170,2024-12-14 00:00:00.000,2024-11-08 00:00:00.000,36,8.99
11151,56269,2024-09-14 00:00:00.000,2022-10-14 00:00:00.000,701,2319.26
11151,68811,2025-03-21 00:00:00.000,2024-09-14 00:00:00.000,188,2393.06
11153,55215,2024-08-28 00:00:00.000,2024-08-28 00:00:00.000,0,42.28
11157,66182,2025-02-10 00:00:00.000,2024-12-23 00:00:00.000,49,35.00
11159,70285,2025-04-08 00:00:00.000,2025-02-07 00:00:00.000,60,42.28
11161,70532,2025-04-12 00:00:00.000,2024-10-31 00:00:00.000,163,38.98
11163,63663,2025-01-04 00:00:00.000,2024-09-30 00:00:00.000,96,42.28
11164,63662,2025-01-04 00:00:00.000,2024-09-26 00:00:00.000,100,138.48
11165,59536,2024-11-04 00:00:00.000,2024-10-24 00:00:00.000,11,35.00
11166,72475,2025-05-07 00:00:00.000,2025-03-15 00:00:00.000,53,39.99
11167,71758,2025-04-29 00:00:00.000,2024-06-08 00:00:00.000,325,796.34
11168,70924,2025-04-17 00:00:00.000,2024-06-16 00:00:00.000,305,777.34
11169,66984,2025-02-23 00:00:00.000,2024-10-25 00:00:00.000,121,42.28
11170,74158,2025-05-30 00:00:00.000,2025-01-25 00:00:00.000,125,97.96
11171,51490,2024-06-17 00:00:00.000,2023-01-19 00:00:00.000,515,2381.95
11171,70299,2025-04-08 00:00:00.000,2024-06-17 00:00:00.000,295,756.33
11172,74581,2025-06-12 00:00:00.000,2024-10-02 00:00:00.000,253,89.96
11173,73809,2025-05-25 00:00:00.000,2024-08-01 00:00:00.000,297,67.49
11174,62770,2024-12-24 00:00:00.000,2024-12-12 00:00:00.000,12,6.28
11175,51591,2024-06-23 00:00:00.000,2023-01-27 00:00:00.000,513,2341.97
11175,69993,2025-04-04 00:00:00.000,2024-06-23 00:00:00.000,285,790.31
11176,52472,2024-07-11 00:00:00.000,2024-07-04 00:00:00.000,7,59.48
11176,52535,2024-07-12 00:00:00.000,2024-07-11 00:00:00.000,1,23.78
11176,52538,2024-07-12 00:00:00.000,2024-07-12 00:00:00.000,0,79.97
11176,52708,2024-07-15 00:00:00.000,2024-07-12 00:00:00.000,3,65.97
11176,53026,2024-07-22 00:00:00.000,2024-07-15 00:00:00.000,7,24.99
11176,53666,2024-07-31 00:00:00.000,2024-07-22 00:00:00.000,9,120.00
11176,54116,2024-08-08 00:00:00.000,2024-07-31 00:00:00.000,8,34.89
11176,54661,2024-08-18 00:00:00.000,2024-08-08 00:00:00.000,10,13.98
11176,55691,2024-09-04 00:00:00.000,2024-08-18 00:00:00.000,17,49.99
11176,55982,2024-09-09 00:00:00.000,2024-09-04 00:00:00.000,5,63.97
11176,57861,2024-10-11 00:00:00.000,2024-09-09 00:00:00.000,32,36.27
