43662,2022-05-30 00:00:00.000,29994,46,760,"Road-650 Red, 60",3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,47,726,"LL Road Frame - Red, 48",1,183.9382,0.00,183.938200
43662,2022-05-30 00:00:00.000,29994,48,733,"ML Road Frame - Red, 52",1,356.898,0.00,356.898000
43662,2022-05-30 00:00:00.000,29994,49,738,"LL Road Frame - Black, 52",1,178.5808,0.00,178.580800
43662,2022-05-30 00:00:00.000,29994,50,766,"Road-650 Black, 60",3,419.4589,0.00,1258.376700
43662,2022-05-30 00:00:00.000,29994,51,755,"Road-450 Red, 60",1,874.794,0.00,874.794000
43663,2022-05-30 00:00:00.000,29565,52,760,"Road-650 Red, 60",1,419.4589,0.00,419.458900
43664,2022-05-30 00:00:00.000,29898,53,772,"Mountain-100 Silver, 42",1,2039.994,0.00,2039.994000
43664,2022-05-30 00:00:00.000,29898,54,775,"Mountain-100 Black, 38",4,2024.994,0.00,8099.976000
43664,2022-05-30 00:00:00.000,29898,55,714,"Long-Sleeve Logo Jersey, M",1,28.8404,0.00,28.840400
43664,2022-05-30 00:00:00.000,29898,56,716,"Long-Sleeve Logo Jersey, XL",1,28.8404,0.00,28.840400
43664,2022-05-30 00:00:00.000,29898,57,777,"Mountain-100 Black, 44",2,2024.994,0.00,4049.988000
43664,2022-05-30 00:00:00.000,29898,58,771,"Mountain-100 Silver, 38",3,2039.994,0.00,6119.982000
43664,2022-05-30 00:00:00.000,29898,59,773,"Mountain-100 Silver, 44",1,2039.994,0.00,2039.994000
43664,2022-05-30 00:00:00.000,29898,60,778,"Mountain-100 Black, 48",1,2024.994,0.00,2024.994000
43665,2022-05-30 00:00:00.000,29580,61,711,"Sport-100 Helmet, Blue",2,20.1865,0.00,40.373000
43665,2022-05-30 00:00:00.000,29580,62,773,"Mountain-100 Silver, 44",1,2039.994,0.00,2039.994000
43665,2022-05-30 00:00:00.000,29580,63,707,"Sport-100 Helmet, Red",1,20.1865,0.00,20.186500
43665,2022-05-30 00:00:00.000,29580,64,715,"Long-Sleeve Logo Jersey, L",2,28.8404,0.00,57.680800
43665,2022-05-30 00:00:00.000,29580,65,777,"Mountain-100 Black, 44",2,2024.994,0.00,4049.988000
43665,2022-05-30 00:00:00.000,29580,66,712,AWC Logo Cap,2,5.1865,0.00,10.373000
43665,2022-05-30 00:00:00.000,29580,67,775,"Mountain-100 Black, 38",2,2024.994,0.00,4049.988000
43665,2022-05-30 00:00:00.000,29580,68,778,"Mountain-100 Black, 48",1,2024.994,0.00,2024.994000
43665,2022-05-30 00:00:00.000,29580,69,709,"Mountain Bike Socks, M",6,5.70,0.00,34.200000
43665,2022-05-30 00:00:00.000,29580,70,776,"Mountain-100 Black, 42",1,2024.994,0.00,2024.994000
43666,2022-05-30 00:00:00.000,30052,71,764,"Road-650 Red, 52",1,419.4589,0.00,419.458900
43666,2022-05-30 00:00:00.000,30052,72,753,"Road-150 Red, 56",1,2146.962,0.00,2146.962000
43666,2022-05-30 00:00:00.000,30052,73,732,"ML Road Frame - Red, 48",1,356.898,0.00,356.898000
43666,2022-05-30 00:00:00.000,30052,74,756,"Road-450 Red, 44",1,874.794,0.00,874.794000
43666,2022-05-30 00:00:00.000,30052,75,768,"Road-650 Black, 44",2,419.4589,0.00,838.917800
43666,2022-05-30 00:00:00.000,30052,76,766,"Road-650 Black, 60",1,419.4589,0.00,419.458900
43667,2022-05-30 00:00:00.000,29974,77,710,"Mountain Bike Socks, L",3,5.70,0.00,17.100000
43667,2022-05-30 00:00:00.000,29974,78,773,"Mountain-100 Silver, 44",1,2039.994,0.00,2039.994000
43667,2022-05-30 00:00:00.000,29974,79,778,"Mountain-100 Black, 48",1,2024.994,0.00,2024.994000
43667,2022-05-30 00:00:00.000,29974,80,775,"Mountain-100 Black, 38",1,2024.994,0.00,2024.994000
43668,2022-05-30 00:00:00.000,29614,81,756,"Road-450 Red, 44",3,874.794,0.00,2624.382000
43668,2022-05-30 00:00:00.000,29614,82,753,"Road-150 Red, 56",2,2146.962,0.00,4293.924000
43668,2022-05-30 00:00:00.000,29614,83,760,"Road-650 Red, 60",7,419.4589,0.00,2936.212300
43668,2022-05-30 00:00:00.000,29614,84,765,"Road-650 Black, 58",6,419.4589,0.00,2516.753400
43668,2022-05-30 00:00:00.000,29614,85,715,"Long-Sleeve Logo Jersey, L",6,28.8404,0.00,173.042400
43668,2022-05-30 00:00:00.000,29614,86,730,"LL Road Frame - Red, 62",6,183.9382,0.00,1103.629200
43668,2022-05-30 00:00:00.000,29614,87,707,"Sport-100 Helmet, Red",2,20.1865,0.00,40.373000
43668,2022-05-30 00:00:00.000,29614,88,711,"Sport-100 Helmet, Blue",2,20.1865,0.00,40.373000
43668,2022-05-30 00:00:00.000,29614,89,754,"Road-450 Red, 58",2,874.794,0.00,1749.588000
43668,2022-05-30 00:00:00.000,29614,90,712,AWC Logo Cap,4,5.1865,0.00,20.746000
43668,2022-05-30 00:00:00.000,29614,91,729,"LL Road Frame - Red, 60",2,183.9382,0.00,367.876400
43668,2022-05-30 00:00:00.000,29614,92,755,"Road-450 Red, 60",3,874.794,0.00,2624.382000
43668,2022-05-30 00:00:00.000,29614,93,761,"Road-650 Red, 62",3,419.4589,0.00,1258.376700
43668,2022-05-30 00:00:00.000,29614,94,770,"Road-650 Black, 52",2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,95,726,"LL Road Frame - Red, 48",3,183.9382,0.00,551.814600
43668,2022-05-30 00:00:00.000,29614,96,764,"Road-650 Red, 52",2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,97,766,"Road-650 Black, 60",2,419.4589,0.00,838.917800
43668,2022-05-30 00:00:00.000,29614,98,725,"LL Road Frame - Red, 44",2,183.9382,0.00,367.876400
43668,2022-05-30 00:00:00.000,29614,99,716,"Long-Sleeve Logo Jersey, XL",1,28.8404,0.00,28.840400
43668,2022-05-30 00:00:00.000,29614,100,768,"Road-650 Black, 44",2,419.4589,0.00,838.917800
