972,"Touring-2000 Blue, 54",Bikes,Touring Bikes,380,1010,772302.010000,0.700000,72.380000,A
968,"Touring-1000 Blue, 54",Bikes,Touring Bikes,277,413,743353.030000,0.680000,73.050000,A
800,"Road-550-W Yellow, 44",Bikes,Road Bikes,495,927,717825.910000,0.650000,73.710000,A
975,"Road-350-W Yellow, 44",Bikes,Road Bikes,332,536,694003.920000,0.630000,74.340000,A
956,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,271,397,667158.150000,0.610000,74.950000,A
953,"Touring-2000 Blue, 60",Bikes,Touring Bikes,346,820,635723.720000,0.580000,75.520000,A
758,"Road-450 Red, 52",Bikes,Road Bikes,267,710,621103.740000,0.570000,76.090000,A
998,"Road-750 Black, 48",Bikes,Road Bikes,685,1556,578174.310000,0.530000,76.620000,A
764,"Road-650 Red, 52",Bikes,Road Bikes,440,1112,523630.150000,0.480000,77.090000,A
766,"Road-650 Black, 60",Bikes,Road Bikes,460,1100,521898.260000,0.480000,77.570000,A
999,"Road-750 Black, 52",Bikes,Road Bikes,696,1338,515666.910000,0.470000,78.040000,A
768,"Road-650 Black, 44",Bikes,Road Bikes,441,1080,509245.010000,0.460000,78.500000,A
754,"Road-450 Red, 58",Bikes,Road Bikes,226,582,507978.300000,0.460000,78.960000,A
747,"HL Mountain Frame - Black, 38",Components,Mountain Frames,289,659,501788.200000,0.460000,79.420000,A
786,"Mountain-300 Black, 40",Bikes,Mountain Bikes,223,776,501648.880000,0.460000,79.880000,A
742,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,288,649,499556.570000,0.450000,80.330000,B
835,"ML Road Frame-W - Yellow, 44",Components,Road Frames,489,1435,485700.550000,0.440000,80.770000,B
787,"Mountain-300 Black, 44",Bikes,Mountain Bikes,228,747,484051.520000,0.440000,81.210000,B
788,"Mountain-300 Black, 48",Bikes,Mountain Bikes,223,740,479071.900000,0.440000,81.650000,B
785,"Mountain-300 Black, 38",Bikes,Mountain Bikes,220,684,442477.090000,0.400000,82.050000,B
970,"Touring-2000 Blue, 46",Bikes,Touring Bikes,283,538,438867.480000,0.400000,82.450000,B
718,"HL Road Frame - Red, 44",Components,Road Frames,219,486,395182.700000,0.360000,82.810000,B
717,"HL Road Frame - Red, 62",Components,Road Frames,218,485,394255.570000,0.360000,83.170000,B
838,"HL Road Frame - Black, 44",Components,Road Frames,201,459,375026.980000,0.340000,83.510000,B
977,"Road-750 Black, 58",Bikes,Road Bikes,537,892,361145.310000,0.330000,83.840000,B
961,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,318,851,358121.890000,0.330000,84.170000,B
965,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,319,844,351547.710000,0.320000,84.490000,B
979,"Touring-3000 Blue, 50",Bikes,Touring Bikes,306,841,348581.500000,0.320000,84.800000,B
892,"HL Touring Frame - Blue, 54",Components,Touring Frames,169,542,324333.100000,0.300000,85.100000,B
981,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,301,617,323703.820000,0.290000,85.390000,B
889,"HL Touring Frame - Yellow, 54",Components,Touring Frames,161,540,323268.260000,0.290000,85.690000,B
767,"Road-650 Black, 62",Bikes,Road Bikes,293,644,312250.810000,0.280000,85.970000,B
769,"Road-650 Black, 48",Bikes,Road Bikes,293,644,310946.580000,0.280000,86.260000,B
755,"Road-450 Red, 60",Bikes,Road Bikes,164,350,306177.900000,0.280000,86.540000,B
759,"Road-650 Red, 58",Bikes,Road Bikes,282,618,304012.640000,0.280000,86.810000,B
822,"ML Road Frame-W - Yellow, 38",Components,Road Frames,356,895,303330.840000,0.280000,87.090000,B
756,"Road-450 Red, 44",Bikes,Road Bikes,171,346,302678.720000,0.280000,87.360000,B
836,"ML Road Frame-W - Yellow, 48",Components,Road Frames,350,889,301286.790000,0.270000,87.640000,B
738,"LL Road Frame - Black, 52",Components,Road Frames,600,1581,299595.520000,0.270000,87.910000,B
962,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,280,686,291747.260000,0.270000,88.180000,B
997,"Road-750 Black, 44",Bikes,Road Bikes,466,656,290298.620000,0.260000,88.440000,B
958,"Touring-3000 Blue, 54",Bikes,Touring Bikes,281,686,290075.120000,0.260000,88.700000,B
971,"Touring-2000 Blue, 50",Bikes,Touring Bikes,198,322,286218.660000,0.260000,88.970000,B
739,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,167,347,269874.010000,0.250000,89.210000,B
980,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,253,425,241773.760000,0.220000,89.430000,B
876,Hitch Rack - 4-Bike,Accessories,Bike Racks,796,3166,237096.160000,0.220000,89.650000,B
885,"HL Touring Frame - Yellow, 60",Components,Touring Frames,135,387,232378.260000,0.210000,89.860000,B
983,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,239,401,227347.670000,0.210000,90.070000,B
893,"HL Touring Frame - Blue, 60",Components,Touring Frames,140,371,221720.950000,0.200000,90.270000,B
982,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,231,385,217457.870000,0.200000,90.460000,B
959,"Touring-3000 Blue, 58",Bikes,Touring Bikes,239,482,210946.180000,0.190000,90.660000,B
832,"ML Mountain Frame - Black, 48",Components,Mountain Frames,256,959,200284.500000,0.180000,90.840000,B
715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,1635,6592,198754.980000,0.180000,91.020000,B
963,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,227,453,196809.980000,0.180000,91.200000,B
729,"LL Road Frame - Red, 60",Components,Road Frames,375,996,195933.410000,0.180000,91.380000,B
904,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,253,899,195826.390000,0.180000,91.560000,B
725,"LL Road Frame - Red, 44",Components,Road Frames,374,991,194692.600000,0.180000,91.730000,B
722,"LL Road Frame - Black, 58",Components,Road Frames,392,940,177635.900000,0.160000,91.900000,B
825,HL Mountain Rear Wheel,Components,Wheels,258,850,166013.280000,0.150000,92.050000,B
711,"Sport-100 Helmet, Blue",Accessories,Helmets,3090,6743,165406.620000,0.150000,92.200000,B
988,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,236,515,161293.350000,0.150000,92.340000,B
708,"Sport-100 Helmet, Black",Accessories,Helmets,3007,6532,160869.520000,0.150000,92.490000,B
707,"Sport-100 Helmet, Red",Accessories,Helmets,3083,6266,157772.390000,0.140000,92.630000,B
992,"Mountain-500 Black, 48",Bikes,Mountain Bikes,232,449,157569.080000,0.140000,92.780000,B
864,"Classic Vest, S",Clothing,Vests,682,4247,156398.070000,0.140000,92.920000,B
951,HL Crankset,Components,Cranksets,219,613,148622.580000,0.140000,93.050000,B
984,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,221,450,145089.430000,0.130000,93.190000,B
987,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,228,457,142897.270000,0.130000,93.320000,B
741,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,94,173,141635.100000,0.130000,93.450000,B
985,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,221,455,141360.500000,0.130000,93.570000,B
730,"LL Road Frame - Red, 62",Components,Road Frames,288,697,137213.490000,0.120000,93.700000,B
867,"Women's Mountain Shorts, S",Clothing,Shorts,648,3296,137164.130000,0.120000,93.820000,B
905,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,230,627,136970.660000,0.120000,93.950000,B
869,"Women's Mountain Shorts, L",Clothing,Shorts,707,3244,136774.020000,0.120000,94.070000,B
757,"Road-450 Red, 48",Bikes,Road Bikes,77,156,136467.860000,0.120000,94.200000,B
990,"Mountain-500 Black, 42",Bikes,Mountain Bikes,195,388,136293.480000,0.120000,94.320000,B
960,"Touring-3000 Blue, 62",Bikes,Touring Bikes,157,281,135284.010000,0.120000,94.450000,B
978,"Touring-3000 Blue, 44",Bikes,Touring Bikes,157,292,133365.030000,0.120000,94.570000,B
726,"LL Road Frame - Red, 48",Components,Road Frames,288,671,132125.250000,0.120000,94.690000,B
964,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,159,293,130898.580000,0.120000,94.810000,B
831,"ML Mountain Frame - Black, 44",Components,Mountain Frames,198,619,129529.460000,0.120000,94.920000,B
884,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,904,3864,129145.570000,0.120000,95.040000,C
991,"Mountain-500 Black, 44",Bikes,Mountain Bikes,193,350,125925.670000,0.110000,95.160000,C
986,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,195,381,122512.430000,0.110000,95.270000,C
824,ML Mountain Rear Wheel,Components,Wheels,265,851,119892.160000,0.110000,95.380000,C
714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,1218,3636,115249.210000,0.100000,95.480000,C
820,HL Road Front Wheel,Components,Wheels,206,567,112286.410000,0.100000,95.580000,C
814,"ML Mountain Frame - Black, 38",Components,Mountain Frames,226,514,107557.580000,0.100000,95.680000,C
745,"HL Mountain Frame - Black, 48",Components,Mountain Frames,76,131,106078.560000,0.100000,95.780000,C
880,Hydration Pack - 70 oz.,Accessories,Hydration Packs,1074,2761,105826.420000,0.100000,95.870000,C
989,"Mountain-500 Black, 40",Bikes,Mountain Bikes,150,282,101734.120000,0.090000,95.970000,C
917,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,224,638,100569.360000,0.090000,96.060000,C
883,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,805,2848,98472.720000,0.090000,96.150000,C
993,"Mountain-500 Black, 52",Bikes,Mountain Bikes,146,272,96982.200000,0.090000,96.240000,C
716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,1076,2980,95611.200000,0.090000,96.320000,C
854,"Women's Tights, L",Clothing,Tights,441,2123,94090.640000,0.090000,96.410000,C
925,"LL Mountain Frame - Black, 44",Components,Mountain Frames,227,625,93584.420000,0.090000,96.490000,C
852,"Women's Tights, S",Clothing,Tights,422,2072,91330.800000,0.080000,96.580000,C
865,"Classic Vest, M",Clothing,Vests,555,2284,90250.600000,0.080000,96.660000,C
719,"HL Road Frame - Red, 48",Components,Road Frames,44,109,89872.170000,0.080000,96.740000,C
839,"HL Road Frame - Black, 48",Components,Road Frames,47,109,89872.170000,0.080000,96.820000,C
732,"ML Road Frame - Red, 48",Components,Road Frames,130,250,89224.500000,0.080000,96.900000,C
856,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,353,1616,86166.050000,0.080000,96.980000,C
819,ML Road Front Wheel,Components,Wheels,195,532,79354.040000,0.070000,97.060000,C
891,"HL Touring Frame - Blue, 50",Components,Touring Frames,58,124,74690.900000,0.070000,97.120000,C
881,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,717,1955,71606.070000,0.070000,97.190000,C
863,"Full-Finger Gloves, L",Clothing,Gloves,364,3378,69943.210000,0.060000,97.250000,C
944,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,164,442,69934.280000,0.060000,97.320000,C
886,"LL Touring Frame - Yellow, 62",Components,Touring Frames,130,348,69127.140000,0.060000,97.380000,C
890,"HL Touring Frame - Blue, 46",Components,Touring Frames,58,114,68667.440000,0.060000,97.440000,C
833,"ML Road Frame-W - Yellow, 40",Components,Road Frames,88,203,68167.510000,0.060000,97.500000,C
920,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,159,425,67332.750000,0.060000,97.560000,C
924,"LL Mountain Frame - Black, 42",Components,Mountain Frames,162,423,63396.700000,0.060000,97.620000,C
895,"LL Touring Frame - Blue, 50",Components,Touring Frames,126,316,63216.430000,0.060000,97.680000,C
804,HL Fork,Components,Forks,117,444,61034.610000,0.060000,97.740000,C
918,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,159,371,58777.530000,0.050000,97.790000,C
899,"LL Touring Frame - Yellow, 44",Components,Touring Frames,117,294,58699.390000,0.050000,97.840000,C
826,LL Road Rear Wheel,Components,Wheels,305,868,58655.370000,0.050000,97.900000,C
926,"LL Mountain Frame - Black, 48",Components,Mountain Frames,164,386,57851.360000,0.050000,97.950000,C
868,"Women's Mountain Shorts, M",Clothing,Shorts,681,1139,57685.760000,0.050000,98.000000,C
859,"Half-Finger Gloves, M",Clothing,Gloves,1086,3464,54545.490000,0.050000,98.050000,C
887,"HL Touring Frame - Yellow, 46",Components,Touring Frames,41,87,52404.100000,0.050000,98.100000,C
809,ML Mountain Handlebars,Components,Handlebars,507,1465,51753.710000,0.050000,98.150000,C
712,AWC Logo Cap,Clothing,Caps,3382,8311,51229.450000,0.050000,98.190000,C
948,Front Brakes,Components,Brakes,266,789,50299.310000,0.050000,98.240000,C
888,"HL Touring Frame - Yellow, 50",Components,Touring Frames,39,83,49994.720000,0.050000,98.280000,C
930,HL Mountain Tire,Accessories,Tires and Tubes,1396,1396,48860.000000,0.040000,98.330000,C
862,"Full-Finger Gloves, M",Clothing,Gloves,359,2206,48210.180000,0.040000,98.370000,C
855,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,231,876,47214.370000,0.040000,98.410000,C
878,Fender Set - Mountain,Accessories,Fenders,2121,2121,46619.580000,0.040000,98.460000,C
900,"LL Touring Frame - Yellow, 50",Components,Touring Frames,110,228,45611.860000,0.040000,98.500000,C
849,"Men's Sports Shorts, M",Clothing,Shorts,283,1276,45594.280000,0.040000,98.540000,C
736,"LL Road Frame - Black, 44",Components,Road Frames,110,238,45164.680000,0.040000,98.580000,C
949,LL Crankset,Components,Cranksets,176,426,44855.240000,0.040000,98.620000,C
945,Front Derailleur,Components,Derailleurs,257,813,44484.270000,0.040000,98.660000,C
813,HL Road Handlebars,Components,Handlebars,270,631,43395.600000,0.040000,98.700000,C
896,"LL Touring Frame - Blue, 54",Components,Touring Frames,99,211,42210.970000,0.040000,98.740000,C
906,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,87,188,41069.350000,0.040000,98.780000,C
817,HL Mountain Front Wheel,Components,Wheels,104,222,39988.640000,0.040000,98.810000,C
806,ML Headset,Components,Headsets,110,659,39909.110000,0.040000,98.850000,C
879,All-Purpose Bike Stand,Accessories,Bike Stands,249,249,39591.000000,0.040000,98.890000,C
996,HL Bottom Bracket,Components,Bottom Brackets,218,543,39581.440000,0.040000,98.920000,C
937,HL Mountain Pedal,Components,Pedals,255,785,38018.330000,0.030000,98.960000,C
858,"Half-Finger Gloves, S",Clothing,Gloves,883,2188,36490.550000,0.030000,98.990000,C
929,ML Mountain Tire,Accessories,Tires and Tubes,1161,1161,34818.390000,0.030000,99.020000,C
810,HL Mountain Handlebars,Components,Handlebars,216,500,34375.350000,0.030000,99.050000,C
857,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,178,633,34178.200000,0.030000,99.080000,C
816,ML Mountain Front Wheel,Components,Wheels,114,266,33360.390000,0.030000,99.120000,C
940,HL Road Pedal,Components,Pedals,264,676,32849.540000,0.030000,99.150000,C
733,"ML Road Frame - Red, 52",Components,Road Frames,44,90,32120.820000,0.030000,99.170000,C
870,Water Bottle - 30 oz.,Accessories,Bottles and Cages,4688,6815,28654.160000,0.030000,99.200000,C
933,HL Road Tire,Accessories,Tires and Tubes,858,858,27970.800000,0.030000,99.230000,C
934,Touring Tire,Accessories,Tires and Tubes,935,935,27105.650000,0.020000,99.250000,C
894,Rear Derailleur,Components,Derailleurs,145,353,25725.230000,0.020000,99.270000,C
723,"LL Road Frame - Black, 60",Components,Road Frames,52,129,24844.690000,0.020000,99.300000,C
939,ML Road Pedal,Components,Pedals,265,661,24624.890000,0.020000,99.320000,C
932,ML Road Tire,Accessories,Tires and Tubes,926,926,23140.740000,0.020000,99.340000,C
860,"Half-Finger Gloves, L",Clothing,Gloves,673,1276,22912.260000,0.020000,99.360000,C
815,LL Mountain Front Wheel,Components,Wheels,232,617,22462.840000,0.020000,99.380000,C
931,LL Road Tire,Accessories,Tires and Tubes,1044,1044,22435.560000,0.020000,99.400000,C
808,LL Mountain Handlebars,Components,Handlebars,301,865,22008.270000,0.020000,99.420000,C
882,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,407,407,21973.930000,0.020000,99.440000,C
928,LL Mountain Tire,Accessories,Tires and Tubes,862,862,21541.380000,0.020000,99.460000,C
713,"Long-Sleeve Logo Jersey, S",Clothing,Jerseys,429,429,21445.710000,0.020000,99.480000,C
938,LL Road Pedal,Components,Pedals,309,868,21087.190000,0.020000,99.500000,C
841,"Men's Sports Shorts, S",Clothing,Shorts,160,567,20365.000000,0.020000,99.520000,C
828,HL Road Rear Wheel,Components,Wheels,46,94,20238.160000,0.020000,99.540000,C
871,Mountain Bottle Cage,Accessories,Bottles and Cages,2025,2025,20229.750000,0.020000,99.560000,C
727,"LL Road Frame - Red, 52",Components,Road Frames,48,100,20104.440000,0.020000,99.570000,C
807,HL Headset,Components,Headsets,110,255,19083.690000,0.020000,99.590000,C
877,Bike Wash - Dissolver,Accessories,Cleaners,1327,3319,18406.970000,0.020000,99.610000,C
823,LL Mountain Rear Wheel,Components,Wheels,148,342,18005.270000,0.020000,99.620000,C
853,"Women's Tights, M",Clothing,Tights,114,394,17727.640000,0.020000,99.640000,C
802,LL Fork,Components,Forks,83,190,16897.080000,0.020000,99.660000,C
910,HL Mountain Seat/Saddle,Components,Saddles,222,519,16392.100000,0.010000,99.670000,C
843,Cable Lock,Accessories,Locks,260,1087,16240.220000,0.010000,99.690000,C
850,"Men's Sports Shorts, L",Clothing,Shorts,131,445,16017.330000,0.010000,99.700000,C
907,Rear Brakes,Components,Brakes,113,246,15719.400000,0.010000,99.710000,C
921,Mountain Tire Tube,Accessories,Tires and Tubes,3095,3095,15444.050000,0.010000,99.730000,C
872,Road Bottle Cage,Accessories,Bottles and Cages,1712,1712,15390.880000,0.010000,99.740000,C
830,"ML Mountain Frame - Black, 40",Components,Mountain Frames,33,68,14229.410000,0.010000,99.760000,C
875,"Racing Socks, L",Clothing,Socks,604,2473,13784.590000,0.010000,99.770000,C
744,"HL Mountain Frame - Black, 44",Components,Mountain Frames,13,17,13765.920000,0.010000,99.780000,C
844,Minipump,Accessories,Pumps,267,1130,13514.690000,0.010000,99.790000,C
916,HL Touring Seat/Saddle,Components,Saddles,177,426,13454.780000,0.010000,99.810000,C
936,ML Mountain Pedal,Components,Pedals,158,345,12852.630000,0.010000,99.820000,C
866,"Classic Vest, L",Clothing,Vests,201,207,12839.700000,0.010000,99.830000,C
909,ML Mountain Seat/Saddle,Components,Saddles,138,534,12497.170000,0.010000,99.840000,C
994,LL Bottom Bracket,Components,Bottom Brackets,150,378,12244.930000,0.010000,99.850000,C
947,HL Touring Handlebars,Components,Handlebars,109,220,12087.240000,0.010000,99.860000,C
861,"Full-Finger Gloves, S",Clothing,Gloves,240,500,11410.300000,0.010000,99.870000,C
935,LL Mountain Pedal,Components,Pedals,195,449,10908.010000,0.010000,99.880000,C
827,ML Road Rear Wheel,Components,Wheels,31,64,10574.780000,0.010000,99.890000,C
950,ML Crankset,Components,Cranksets,28,68,10464.790000,0.010000,99.900000,C
922,Road Tire Tube,Accessories,Tires and Tubes,2376,2376,9480.240000,0.010000,99.910000,C
874,"Racing Socks, M",Clothing,Socks,593,1547,9387.150000,0.010000,99.920000,C
952,Chain,Components,Chains,250,774,9377.710000,0.010000,99.930000,C
873,Patch Kit/8 Patches,Accessories,Tires and Tubes,3354,3865,8232.600000,0.010000,99.930000,C
923,Touring Tire Tube,Accessories,Tires and Tubes,1488,1488,7425.120000,0.010000,99.940000,C
902,"LL Touring Frame - Yellow, 58",Components,Touring Frames,20,36,7201.870000,0.010000,99.950000,C
941,Touring Pedal,Components,Pedals,71,147,7143.320000,0.010000,99.950000,C
919,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,16,44,6970.920000,0.010000,99.960000,C
709,"Mountain Bike Socks, M",Clothing,Socks,188,1107,6060.390000,0.010000,99.970000,C
908,LL Mountain Seat/Saddle,Components,Saddles,153,347,5636.960000,0.010000,99.970000,C
811,LL Road Handlebars,Components,Handlebars,98,213,5422.540000,0.000000,99.980000,C
903,"LL Touring Frame - Blue, 44",Components,Touring Frames,14,25,5001.300000,0.000000,99.980000,C
913,HL Road Seat/Saddle,Components,Saddles,60,134,4232.260000,0.000000,99.990000,C
898,"LL Touring Frame - Blue, 62",Components,Touring Frames,9,15,3000.780000,0.000000,99.990000,C
927,"LL Mountain Frame - Black, 52",Components,Mountain Frames,9,15,2248.110000,0.000000,99.990000,C
915,ML Touring Seat/Saddle,Components,Saddles,41,84,1972.660000,0.000000,99.990000,C
805,LL Headset,Components,Headsets,46,95,1949.400000,0.000000,99.990000,C
946,LL Touring Handlebars,Components,Handlebars,30,56,1548.620000,0.000000,99.990000,C
942,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,5,7,1529.180000,0.000000,100.000000,C
914,LL Touring Seat/Saddle,Components,Saddles,43,91,1480.750000,0.000000,100.000000,C
943,"LL Mountain Frame - Black, 40",Components,Mountain Frames,6,8,1198.990000,0.000000,100.000000,C
897,"LL Touring Frame - Blue, 58",Components,Touring Frames,2,4,800.210000,0.000000,100.000000,C
710,"Mountain Bike Socks, L",Clothing,Socks,44,90,513.000000,0.000000,100.000000,C
911,LL Road Seat/Saddle,Components,Saddles,6,10,162.720000,0.000000,100.000000,C
